"Directory","RelativePath","FileName","FullPath","Extension","SizeMB","SizeBytes"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\obj\Debug\XAMLLab1_MarkupCompile.cache","XAMLLab1_MarkupCompile.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\obj\Debug\XAMLLab1_MarkupCompile.cache",".cache","0.0003","305"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\obj\Debug\XAMLLab1.csproj.FileListAbsolute.txt","XAMLLab1.csproj.FileListAbsolute.txt","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\obj\Debug\XAMLLab1.csproj.FileListAbsolute.txt",".txt","0.0024","2488"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\obj\Debug\XAMLLab1.csproj.GenerateResource.Cache","XAMLLab1.csproj.GenerateResource.Cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\obj\Debug\XAMLLab1.csproj.GenerateResource.Cache",".Cache","0.0008","789"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\obj\Debug\XAMLLab1.g.resources","XAMLLab1.g.resources","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\obj\Debug\XAMLLab1.g.resources",".resources","0.0012","1267"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\obj\Debug\XAMLLab1.Properties.Resources.resources","XAMLLab1.Properties.Resources.resources","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\obj\Debug\XAMLLab1.Properties.Resources.resources",".resources","0.0002","180"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\Properties\AssemblyInfo.cs","AssemblyInfo.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\Properties\AssemblyInfo.cs",".cs","0.0022","2282"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\Properties\Resources.Designer.cs","Resources.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\Properties\Resources.Designer.cs",".cs","0.0027","2842"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\Properties\Resources.resx","Resources.resx","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\Properties\Resources.resx",".resx","0.0054","5612"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\Properties\Settings.Designer.cs","Settings.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\Properties\Settings.Designer.cs",".cs","0.001","1089"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\Properties\Settings.settings","Settings.settings","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab1\Properties\Settings.settings",".settings","0.0002","201"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\app.config","app.config","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\app.config",".config","0.0002","159"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\App.xaml","App.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\App.xaml",".xaml","0.0003","292"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\App.xaml.cs","App.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\App.xaml.cs",".cs","0.0003","289"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\MainWindow.xaml","MainWindow.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\MainWindow.xaml",".xaml","0.0005","477"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\MainWindow.xaml.cs","MainWindow.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\MainWindow.xaml.cs",".cs","0.0005","575"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\XAMLLab2.csproj","XAMLLab2.csproj","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\XAMLLab2.csproj",".csproj","0.0059","6186"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\XAMLLab2.sln","XAMLLab2.sln","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\XAMLLab2.sln",".sln","0.0009","905"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\bin\Debug\XAMLLab2.exe.config","XAMLLab2.exe.config","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\bin\Debug\XAMLLab2.exe.config",".config","0.0002","159"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\bin\Debug\XAMLLab2.vshost.exe.config","XAMLLab2.vshost.exe.config","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\bin\Debug\XAMLLab2.vshost.exe.config",".config","0.0002","159"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\bin\Debug\XAMLLab2.vshost.exe.manifest","XAMLLab2.vshost.exe.manifest","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\bin\Debug\XAMLLab2.vshost.exe.manifest",".manifest","0.0005","490"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\App.g.cs","App.g.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\App.g.cs",".cs","0.0021","2186"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\App.g.i.cs","App.g.i.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\App.g.i.cs",".cs","0.0021","2186"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\DesignTimeResolveAssemblyReferences.cache","DesignTimeResolveAssemblyReferences.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\DesignTimeResolveAssemblyReferences.cache",".cache","0.0074","7727"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache","DesignTimeResolveAssemblyReferencesInput.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache",".cache","0.0062","6480"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\GenerateResource.read.1.tlog","GenerateResource.read.1.tlog","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\GenerateResource.read.1.tlog",".tlog","0.0002","208"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\GenerateResource.write.1.tlog","GenerateResource.write.1.tlog","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\GenerateResource.write.1.tlog",".tlog","0.0004","460"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\MainWindow.g.cs","MainWindow.g.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\MainWindow.g.cs",".cs","0.0028","2892"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\MainWindow.g.i.cs","MainWindow.g.i.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\MainWindow.g.i.cs",".cs","0.0028","2892"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\ResGen.read.1.tlog","ResGen.read.1.tlog","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\ResGen.read.1.tlog",".tlog","0","2"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\ResGen.write.1.tlog","ResGen.write.1.tlog","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\ResGen.write.1.tlog",".tlog","0","2"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\Window1.g.cs","Window1.g.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\Window1.g.cs",".cs","0.0024","2498"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2_MarkupCompile.cache","XAMLLab2_MarkupCompile.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2_MarkupCompile.cache",".cache","0.0003","313"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2_MarkupCompile.i.cache","XAMLLab2_MarkupCompile.i.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2_MarkupCompile.i.cache",".cache","0.0003","313"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2.csproj.FileListAbsolute.txt","XAMLLab2.csproj.FileListAbsolute.txt","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2.csproj.FileListAbsolute.txt",".txt","0.0027","2819"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2.csproj.GenerateResource.Cache","XAMLLab2.csproj.GenerateResource.Cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2.csproj.GenerateResource.Cache",".Cache","0.0008","789"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2.g.resources","XAMLLab2.g.resources","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2.g.resources",".resources","0.001","1070"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2.Properties.Resources.resources","XAMLLab2.Properties.Resources.resources","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\obj\Debug\XAMLLab2.Properties.Resources.resources",".resources","0.0002","180"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\Properties\AssemblyInfo.cs","AssemblyInfo.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\Properties\AssemblyInfo.cs",".cs","0.0022","2282"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\Properties\Resources.Designer.cs","Resources.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\Properties\Resources.Designer.cs",".cs","0.0027","2840"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\Properties\Resources.resx","Resources.resx","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\Properties\Resources.resx",".resx","0.0054","5612"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\Properties\Settings.Designer.cs","Settings.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\Properties\Settings.Designer.cs",".cs","0.001","1087"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\Properties\Settings.settings","Settings.settings","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\02 XAML\XAMLLab2\Properties\Settings.settings",".settings","0.0002","201"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\App.xaml","App.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\App.xaml",".xaml","0.0003","294"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\App.xaml.cs","App.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\App.xaml.cs",".cs","0.0003","291"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\MainWindow.xaml","MainWindow.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\MainWindow.xaml",".xaml","0.0004","434"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\MainWindow.xaml.cs","MainWindow.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\MainWindow.xaml.cs",".cs","0.0012","1298"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\SimpleDraw.csproj","SimpleDraw.csproj","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\SimpleDraw.csproj",".csproj","0.0045","4674"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\SimpleDraw.sln","SimpleDraw.sln","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\SimpleDraw.sln",".sln","0.0009","909"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\bin\Debug\SimpleDraw.vshost.exe.manifest","SimpleDraw.vshost.exe.manifest","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\bin\Debug\SimpleDraw.vshost.exe.manifest",".manifest","0.0005","490"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\App.g.cs","App.g.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\App.g.cs",".cs","0.0022","2264"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\App.g.i.cs","App.g.i.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\App.g.i.cs",".cs","0.0022","2264"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\DesignTimeResolveAssemblyReferences.cache","DesignTimeResolveAssemblyReferences.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\DesignTimeResolveAssemblyReferences.cache",".cache","0.0086","8993"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache","DesignTimeResolveAssemblyReferencesInput.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache",".cache","0.0061","6360"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\MainWindow.g.cs","MainWindow.g.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\MainWindow.g.cs",".cs","0.004","4143"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\MainWindow.g.i.cs","MainWindow.g.i.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\MainWindow.g.i.cs",".cs","0.004","4143"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\ResGen.read.1.tlog","ResGen.read.1.tlog","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\ResGen.read.1.tlog",".tlog","0.0074","7756"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\ResGen.write.1.tlog","ResGen.write.1.tlog","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\ResGen.write.1.tlog",".tlog","0.001","1006"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw_MarkupCompile.cache","SimpleDraw_MarkupCompile.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw_MarkupCompile.cache",".cache","0.0003","340"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw_MarkupCompile.i.cache","SimpleDraw_MarkupCompile.i.cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw_MarkupCompile.i.cache",".cache","0.0003","340"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw.csproj.FileListAbsolute.txt","SimpleDraw.csproj.FileListAbsolute.txt","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw.csproj.FileListAbsolute.txt",".txt","0.004","4205"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw.csproj.GenerateResource.Cache","SimpleDraw.csproj.GenerateResource.Cache","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw.csproj.GenerateResource.Cache",".Cache","0.0008","789"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw.g.resources","SimpleDraw.g.resources","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw.g.resources",".resources","0.0008","882"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw.Properties.Resources.resources","SimpleDraw.Properties.Resources.resources","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\obj\Debug\SimpleDraw.Properties.Resources.resources",".resources","0.0002","180"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\Properties\AssemblyInfo.cs","AssemblyInfo.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\Properties\AssemblyInfo.cs",".cs","0.0022","2286"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\Properties\Resources.Designer.cs","Resources.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\Properties\Resources.Designer.cs",".cs","0.0027","2844"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\Properties\Resources.resx","Resources.resx","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\Properties\Resources.resx",".resx","0.0054","5612"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\Properties\Settings.Designer.cs","Settings.Designer.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\Properties\Settings.Designer.cs",".cs","0.001","1089"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\Properties\Settings.settings","Settings.settings","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDraw\Properties\Settings.settings",".settings","0.0002","201"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\App.xaml","App.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\App.xaml",".xaml","0.0003","294"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\App.xaml.cs","App.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\App.xaml.cs",".cs","0.0003","291"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\MainWindow.xaml","MainWindow.xaml","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\MainWindow.xaml",".xaml","0.0021","2157"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\MainWindow.xaml.cs","MainWindow.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\MainWindow.xaml.cs",".cs","0.0014","1451"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\SimpleDraw.csproj","SimpleDraw.csproj","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\SimpleDraw.csproj",".csproj","0.0045","4674"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\SimpleDraw.sln","SimpleDraw.sln","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\SimpleDraw.sln",".sln","0.0009","909"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\SimpleDrawWithColor.csproj","SimpleDrawWithColor.csproj","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\SimpleDrawWithColor.csproj",".csproj","0.0045","4674"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\SimpleDrawWithColor.sln","SimpleDrawWithColor.sln","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\SimpleDrawWithColor.sln",".sln","0.0009","927"
"Courses","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\bin\Debug\SimpleDraw.vshost.exe.manifest","SimpleDraw.vshost.exe.manifest","C:\Users\tamirdresher\OneDrive\Lectures\Courses\WPF\Labs\Labs\03 BasicConcepts\SimpleDrawWithColor\bin\Debug\SimpleDraw.vshost.exe.manifest",".manifest","0.0005","490"
